YEAR,OCC1950,MARST,mariageStatusCount,Count,percent,MaritalStatus,Profession
2004,2,6,85,670,12.68656716,Never married/single,Airplane pilots and navigators
2005,2,1,1160,1556,74.55012853,"Married, spouse present",Airplane pilots and navigators
2005,2,2,26,1556,1.670951157,"Married, spouse absent",Airplane pilots and navigators
2005,2,3,13,1556,0.835475578,Separated,Airplane pilots and navigators
2005,2,4,150,1556,9.640102828,Divorced,Airplane pilots and navigators
2005,2,5,12,1556,0.771208226,Widowed,Airplane pilots and navigators
2005,2,6,195,1556,12.53213368,Never married/single,Airplane pilots and navigators
2006,2,1,1201,1568,76.59438776,"Married, spouse present",Airplane pilots and navigators
2006,2,2,21,1568,1.339285714,"Married, spouse absent",Airplane pilots and navigators
2006,2,3,14,1568,0.892857143,Separated,Airplane pilots and navigators
2006,2,4,137,1568,8.737244898,Divorced,Airplane pilots and navigators
2006,2,5,10,1568,0.637755102,Widowed,Airplane pilots and navigators
2006,2,6,185,1568,11.79846939,Never married/single,Airplane pilots and navigators
2007,2,1,1295,1701,76.13168724,"Married, spouse present",Airplane pilots and navigators
2007,2,2,19,1701,1.116990006,"Married, spouse absent",Airplane pilots and navigators
2007,2,3,22,1701,1.293356849,Separated,Airplane pilots and navigators
2007,2,4,161,1701,9.465020576,Divorced,Airplane pilots and navigators
2007,2,5,11,1701,0.646678424,Widowed,Airplane pilots and navigators
2007,2,6,193,1701,11.3462669,Never married/single,Airplane pilots and navigators
2008,2,1,1256,1649,76.16737417,"Married, spouse present",Airplane pilots and navigators
2008,2,2,19,1649,1.152213463,"Married, spouse absent",Airplane pilots and navigators
2008,2,3,18,1649,1.091570649,Separated,Airplane pilots and navigators
2008,2,4,155,1649,9.399636143,Divorced,Airplane pilots and navigators
2008,2,5,9,1649,0.545785324,Widowed,Airplane pilots and navigators
2008,2,6,192,1649,11.64342025,Never married/single,Airplane pilots and navigators
2009,2,1,1183,1603,73.79912664,"Married, spouse present",Airplane pilots and navigators
2009,2,2,25,1603,1.559575795,"Married, spouse absent",Airplane pilots and navigators
2009,2,3,15,1603,0.935745477,Separated,Airplane pilots and navigators
2009,2,4,152,1603,9.482220836,Divorced,Airplane pilots and navigators
2009,2,5,13,1603,0.810979414,Widowed,Airplane pilots and navigators
2009,2,6,215,1603,13.41235184,Never married/single,Airplane pilots and navigators
2010,2,1,1114,1497,74.41549766,"Married, spouse present",Airplane pilots and navigators
2010,2,2,21,1497,1.402805611,"Married, spouse absent",Airplane pilots and navigators
2010,2,3,12,1497,0.801603206,Separated,Airplane pilots and navigators
2010,2,4,152,1497,10.15364061,Divorced,Airplane pilots and navigators
2010,2,5,9,1497,0.601202405,Widowed,Airplane pilots and navigators
2010,2,6,189,1497,12.6252505,Never married/single,Airplane pilots and navigators
2011,2,1,1027,1363,75.34849596,"Married, spouse present",Airplane pilots and navigators
2011,2,2,17,1363,1.247248716,"Married, spouse absent",Airplane pilots and navigators
2011,2,3,13,1363,0.95377843,Separated,Airplane pilots and navigators
2011,2,4,130,1363,9.537784299,Divorced,Airplane pilots and navigators
2011,2,5,11,1363,0.807043287,Widowed,Airplane pilots and navigators
2011,2,6,165,1363,12.1056493,Never married/single,Airplane pilots and navigators
2012,2,1,1078,1450,74.34482759,"Married, spouse present",Airplane pilots and navigators
2012,2,2,15,1450,1.034482759,"Married, spouse absent",Airplane pilots and navigators
2012,2,3,10,1450,0.689655172,Separated,Airplane pilots and navigators
2012,2,4,161,1450,11.10344828,Divorced,Airplane pilots and navigators
2012,2,5,11,1450,0.75862069,Widowed,Airplane pilots and navigators
2012,2,6,175,1450,12.06896552,Never married/single,Airplane pilots and navigators
2013,2,1,1071,1424,75.21067416,"Married, spouse present",Airplane pilots and navigators
2013,2,2,27,1424,1.896067416,"Married, spouse absent",Airplane pilots and navigators
2013,2,3,12,1424,0.842696629,Separated,Airplane pilots and navigators
2013,2,4,130,1424,9.129213483,Divorced,Airplane pilots and navigators
2013,2,5,18,1424,1.264044944,Widowed,Airplane pilots and navigators
2013,2,6,166,1424,11.65730337,Never married/single,Airplane pilots and navigators
2014,2,1,1135,1455,78.00687285,"Married, spouse present",Airplane pilots and navigators
2014,2,2,29,1455,1.993127148,"Married, spouse absent",Airplane pilots and navigators
2014,2,3,12,1455,0.824742268,Separated,Airplane pilots and navigators
2014,2,4,116,1455,7.972508591,Divorced,Airplane pilots and navigators
2014,2,5,17,1455,1.16838488,Widowed,Airplane pilots and navigators
2014,2,6,146,1455,10.03436426,Never married/single,Airplane pilots and navigators
2015,2,1,1171,1520,77.03947368,"Married, spouse present",Airplane pilots and navigators
2015,2,2,29,1520,1.907894737,"Married, spouse absent",Airplane pilots and navigators
2015,2,3,13,1520,0.855263158,Separated,Airplane pilots and navigators
2015,2,4,131,1520,8.618421053,Divorced,Airplane pilots and navigators
2015,2,5,20,1520,1.315789474,Widowed,Airplane pilots and navigators
2015,2,6,156,1520,10.26315789,Never married/single,Airplane pilots and navigators
2016,2,1,1274,1763,72.26318775,"Married, spouse present",Airplane pilots and navigators
2016,2,2,34,1763,1.928530913,"Married, spouse absent",Airplane pilots and navigators
2016,2,3,24,1763,1.361315939,Separated,Airplane pilots and navigators
2016,2,4,169,1763,9.585933069,Divorced,Airplane pilots and navigators
2016,2,5,13,1763,0.737379467,Widowed,Airplane pilots and navigators
2016,2,6,249,1763,14.12365286,Never married/single,Airplane pilots and navigators
2017,2,1,1269,1715,73.9941691,"Married, spouse present",Airplane pilots and navigators
2017,2,2,24,1715,1.39941691,"Married, spouse absent",Airplane pilots and navigators
2017,2,3,16,1715,0.932944606,Separated,Airplane pilots and navigators
2017,2,4,166,1715,9.679300292,Divorced,Airplane pilots and navigators
2017,2,5,15,1715,0.874635569,Widowed,Airplane pilots and navigators
2017,2,6,225,1715,13.11953353,Never married/single,Airplane pilots and navigators
2018,2,1,1432,1906,75.13116474,"Married, spouse present",Airplane pilots and navigators
2018,2,2,27,1906,1.416579224,"Married, spouse absent",Airplane pilots and navigators
2018,2,3,13,1906,0.682056663,Separated,Airplane pilots and navigators
2018,2,4,164,1906,8.604407135,Divorced,Airplane pilots and navigators
2018,2,5,20,1906,1.049317943,Widowed,Airplane pilots and navigators
2018,2,6,250,1906,13.11647429,Never married/single,Airplane pilots and navigators
2019,2,1,1679,2198,76.38762511,"Married, spouse present",Airplane pilots and navigators
2019,2,2,32,2198,1.455868972,"Married, spouse absent",Airplane pilots and navigators
2019,2,3,16,2198,0.727934486,Separated,Airplane pilots and navigators
2019,2,4,186,2198,8.462238399,Divorced,Airplane pilots and navigators
2019,2,5,22,2198,1.000909918,Widowed,Airplane pilots and navigators
2019,2,6,263,2198,11.96542311,Never married/single,Airplane pilots and navigators
1880,3,1,209,368,56.79347826,"Married, spouse present",Architects
1880,3,2,12,368,3.260869565,"Married, spouse absent",Architects
1880,3,4,1,368,0.27173913,Divorced,Architects
1880,3,5,15,368,4.076086957,Widowed,Architects
1880,3,6,131,368,35.59782609,Never married/single,Architects
1900,3,1,292,515,56.69902913,"Married, spouse present",Architects
1900,3,2,19,515,3.689320388,"Married, spouse absent",Architects
1900,3,5,10,515,1.941747573,Widowed,Architects
1900,3,6,194,515,37.66990291,Never married/single,Architects
1910,3,1,90,153,58.82352941,"Married, spouse present",Architects
1910,3,2,4,153,2.614379085,"Married, spouse absent",Architects
1910,3,4,1,153,0.653594771,Divorced,Architects
1910,3,5,1,153,0.653594771,Widowed,Architects
1910,3,6,57,153,37.25490196,Never married/single,Architects
1920,3,1,103,155,66.4516129,"Married, spouse present",Architects
1920,3,2,3,155,1.935483871,"Married, spouse absent",Architects
1920,3,4,1,155,0.64516129,Divorced,Architects
1920,3,5,6,155,3.870967742,Widowed,Architects
1920,3,6,42,155,27.09677419,Never married/single,Architects
1930,3,1,784,1144,68.53146853,"Married, spouse present",Architects
1930,3,2,33,1144,2.884615385,"Married, spouse absent",Architects
1930,3,4,16,1144,1.398601399,Divorced,Architects
1930,3,5,33,1144,2.884615385,Widowed,Architects
1930,3,6,278,1144,24.3006993,Never married/single,Architects
1940,3,1,154,201,76.61691542,"Married, spouse present",Architects
1940,3,2,4,201,1.990049751,"Married, spouse absent",Architects
1940,3,4,5,201,2.487562189,Divorced,Architects
1940,3,5,9,201,4.47761194,Widowed,Architects
1940,3,6,29,201,14.4278607,Never married/single,Architects
1950,3,1,203,252,80.55555556,"Married, spouse present",Architects
1950,3,2,2,252,0.793650794,"Married, spouse absent",Architects
1950,3,4,3,252,1.19047619,Divorced,Architects
1950,3,5,8,252,3.174603175,Widowed,Architects
1950,3,6,36,252,14.28571429,Never married/single,Architects
1960,3,1,1366,1631,83.7522992,"Married, spouse present",Architects
1960,3,2,19,1631,1.164929491,"Married, spouse absent",Architects
1960,3,3,11,1631,0.674432863,Separated,Architects
1960,3,4,32,1631,1.961986511,Divorced,Architects
1960,3,5,24,1631,1.471489884,Widowed,Architects
1960,3,6,179,1631,10.97486205,Never married/single,Architects
1970,3,1,1034,1274,81.16169545,"Married, spouse present",Architects
1970,3,2,9,1274,0.706436421,"Married, spouse absent",Architects
1970,3,3,7,1274,0.549450549,Separated,Architects
1970,3,4,38,1274,2.982731554,Divorced,Architects
1970,3,5,30,1274,2.354788069,Widowed,Architects
1970,3,6,156,1274,12.24489796,Never married/single,Architects
1980,3,1,3965,5932,66.84086312,"Married, spouse present",Architects
1980,3,2,56,5932,0.944032367,"Married, spouse absent",Architects
1980,3,3,110,5932,1.854349292,Separated,Architects
1980,3,4,352,5932,5.933917734,Divorced,Architects
1980,3,5,63,5932,1.062036413,Widowed,Architects
1980,3,6,1386,5932,23.36480108,Never married/single,Architects
1990,3,1,5308,7953,66.7421099,"Married, spouse present",Architects
1990,3,2,73,7953,0.917892619,"Married, spouse absent",Architects
1990,3,3,106,7953,1.332830378,Separated,Architects
1990,3,4,563,7953,7.079089652,Divorced,Architects
1990,3,5,91,7953,1.144222306,Widowed,Architects
1990,3,6,1812,7953,22.78385515,Never married/single,Architects
2000,3,1,6604,10061,65.63959845,"Married, spouse present",Architects
2000,3,2,154,10061,1.530662956,"Married, spouse absent",Architects
2000,3,3,127,10061,1.26229997,Separated,Architects
2000,3,4,834,10061,8.28943445,Divorced,Architects
2000,3,5,97,10061,0.964118875,Widowed,Architects
2000,3,6,2245,10061,22.3138853,Never married/single,Architects
2001,3,1,629,927,67.85329018,"Married, spouse present",Architects
2001,3,2,12,927,1.294498382,"Married, spouse absent",Architects
2001,3,3,9,927,0.970873786,Separated,Architects
2001,3,4,79,927,8.522114347,Divorced,Architects
2001,3,5,8,927,0.862998921,Widowed,Architects
2001,3,6,190,927,20.49622438,Never married/single,Architects
2002,3,1,522,807,64.68401487,"Married, spouse present",Architects
2002,3,2,5,807,0.619578686,"Married, spouse absent",Architects
2002,3,3,12,807,1.486988848,Separated,Architects
2002,3,4,81,807,10.03717472,Divorced,Architects
2002,3,5,11,807,1.36307311,Widowed,Architects
2002,3,6,176,807,21.80916976,Never married/single,Architects
2003,3,1,628,906,69.31567329,"Married, spouse present",Architects
2003,3,2,8,906,0.883002208,"Married, spouse absent",Architects
2003,3,3,13,906,1.434878587,Separated,Architects
2003,3,4,62,906,6.843267108,Divorced,Architects
2003,3,5,13,906,1.434878587,Widowed,Architects
2003,3,6,182,906,20.08830022,Never married/single,Architects
2004,3,1,667,963,69.26272066,"Married, spouse present",Architects
2004,3,2,5,963,0.5192108,"Married, spouse absent",Architects
2004,3,3,10,963,1.038421599,Separated,Architects
2004,3,4,82,963,8.515057113,Divorced,Architects
2004,3,5,7,963,0.726895119,Widowed,Architects
2004,3,6,192,963,19.9376947,Never married/single,Architects
2005,3,1,1557,2280,68.28947368,"Married, spouse present",Architects
2005,3,2,24,2280,1.052631579,"Married, spouse absent",Architects
2005,3,3,17,2280,0.745614035,Separated,Architects
2005,3,4,197,2280,8.640350877,Divorced,Architects
2005,3,5,27,2280,1.184210526,Widowed,Architects
2005,3,6,458,2280,20.0877193,Never married/single,Architects
2006,3,1,1537,2235,68.76957494,"Married, spouse present",Architects
2006,3,2,26,2235,1.163310962,"Married, spouse absent",Architects
2006,3,3,16,2235,0.715883669,Separated,Architects
2006,3,4,169,2235,7.561521253,Divorced,Architects
2006,3,5,21,2235,0.939597315,Widowed,Architects
2006,3,6,466,2235,20.85011186,Never married/single,Architects
2007,3,1,1540,2246,68.56634016,"Married, spouse present",Architects
2007,3,2,23,2246,1.024042743,"Married, spouse absent",Architects
2007,3,3,16,2246,0.71237756,Separated,Architects
2007,3,4,190,2246,8.459483526,Divorced,Architects
2007,3,5,23,2246,1.024042743,Widowed,Architects
2007,3,6,454,2246,20.21371327,Never married/single,Architects
2008,3,1,1599,2372,67.41146712,"Married, spouse present",Architects
2008,3,2,38,2372,1.602023609,"Married, spouse absent",Architects
2008,3,3,24,2372,1.011804384,Separated,Architects
2008,3,4,178,2372,7.504215852,Divorced,Architects
2008,3,5,23,2372,0.969645868,Widowed,Architects
2008,3,6,510,2372,21.50084317,Never married/single,Architects
2009,3,1,1554,2213,70.22141889,"Married, spouse present",Architects
2009,3,2,23,2213,1.03931315,"Married, spouse absent",Architects
2009,3,3,26,2213,1.174875734,Separated,Architects
2009,3,4,155,2213,7.004066878,Divorced,Architects
2009,3,5,25,2213,1.129688206,Widowed,Architects
2009,3,6,430,2213,19.43063714,Never married/single,Architects
2010,3,1,1456,2138,68.101029,"Married, spouse present",Architects
2010,3,2,23,2138,1.075771749,"Married, spouse absent",Architects
2010,3,3,15,2138,0.701590271,Separated,Architects
2010,3,4,177,2138,8.278765201,Divorced,Architects
2010,3,5,24,2138,1.122544434,Widowed,Architects
2010,3,6,443,2138,20.72029935,Never married/single,Architects
2011,3,1,1401,2049,68.37481698,"Married, spouse present",Architects
2011,3,2,29,2049,1.415324549,"Married, spouse absent",Architects
2011,3,3,16,2049,0.780868716,Separated,Architects
2011,3,4,155,2049,7.564665691,Divorced,Architects
2011,3,5,24,2049,1.171303075,Widowed,Architects
2011,3,6,424,2049,20.69302099,Never married/single,Architects
2012,3,1,1412,2003,70.49425861,"Married, spouse present",Architects
2012,3,2,24,2003,1.198202696,"Married, spouse absent",Architects
2012,3,3,27,2003,1.347978033,Separated,Architects
2012,3,4,139,2003,6.939590614,Divorced,Architects
2012,3,5,33,2003,1.647528707,Widowed,Architects
2012,3,6,368,2003,18.37244134,Never married/single,Architects
2013,3,1,1524,2241,68.00535475,"Married, spouse present",Architects
2013,3,2,30,2241,1.338688086,"Married, spouse absent",Architects
2013,3,3,18,2241,0.803212851,Separated,Architects
2013,3,4,180,2241,8.032128514,Divorced,Architects
